City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
244,Inhambane,MZ,2020-07-12 21:15:04,-23.86,35.38,60.94,72,5,9.82,clear sky,0,0
245,Goderich,CA,2020-07-12 21:15:00,43.75,-81.72,73.0,76,100,16.13,overcast clouds,0,0
246,Puerto Cabezas,NI,2020-07-12 21:16:43,14.04,-83.39,80.6,94,75,4.7,thunderstorm with light rain,0,0
247,San Jose,US,2020-07-12 21:14:20,37.34,-121.89,97.0,22,5,8.05,clear sky,0,0
248,Faanui,PF,2020-07-12 21:16:43,-16.48,-151.75,79.16,73,100,16.04,overcast clouds,0,0
249,Thinadhoo,MV,2020-07-12 21:16:43,0.53,72.93,84.6,70,100,6.38,overcast clouds,0,0
250,Biloela,AU,2020-07-12 21:16:44,-24.42,150.5,52.32,69,97,7.72,overcast clouds,0,0
251,Marsh Harbour,BS,2020-07-12 21:16:44,26.54,-77.06,79.74,74,100,11.23,overcast clouds,0,0
252,Luxor,EG,2020-07-12 21:16:44,25.7,32.64,87.91,18,0,13.6,clear sky,0,0
253,Chernyshevsk,RU,2020-07-12 21:16:44,52.52,117.02,62.1,79,61,3.44,broken clouds,0,0
254,Zaozerne,UA,2020-07-12 21:16:44,45.16,33.28,75.76,60,0,11.52,clear sky,0,0
255,Tiksi,RU,2020-07-12 21:14:39,71.69,128.87,59.45,80,100,4.29,overcast clouds,0,0
256,Angoram,PG,2020-07-12 21:16:44,-4.06,144.07,73.83,98,100,1.54,overcast clouds,0,0
257,Klyuchi,RU,2020-07-12 21:16:46,52.27,79.17,65.01,90,45,8.3,scattered clouds,0,0
258,Ilulissat,GL,2020-07-12 21:12:44,69.22,-51.1,48.2,70,38,4.7,scattered clouds,0,0
259,Mount Gambier,AU,2020-07-12 21:16:46,-37.83,140.77,39.2,100,90,1.12,overcast clouds,0,0
260,Novo Aripuana,BR,2020-07-12 21:16:46,-5.12,-60.38,87.33,60,44,2.75,scattered clouds,0,0
261,Geraldton,AU,2020-07-12 21:12:13,-28.77,114.6,53.6,58,0,14.99,clear sky,0,0
262,Caxito,AO,2020-07-12 21:16:47,-8.58,13.66,69.8,83,26,5.82,scattered clouds,0,0
263,Yulara,AU,2020-07-12 21:15:01,-25.24,130.99,39.2,69,0,6.93,clear sky,0,0
264,Weiser,US,2020-07-12 21:16:06,44.25,-116.97,86.0,22,1,3.36,clear sky,0,0
265,Richards Bay,ZA,2020-07-12 21:16:47,-28.78,32.04,56.8,69,0,7.05,clear sky,0,0
266,Adrar,MR,2020-07-12 21:16:48,20.5,-10.07,96.4,28,31,7.43,scattered clouds,0,0
267,Quang Ngai,VN,2020-07-12 21:16:48,15.12,108.8,76.3,85,22,3.56,few clouds,0,0
268,Rocha,UY,2020-07-12 21:16:27,-34.48,-54.33,43.86,62,51,7.78,broken clouds,0,0
269,Corowa,AU,2020-07-12 21:16:49,-36.03,146.38,45.0,97,95,4.81,overcast clouds,0,0
270,Mar Del Plata,AR,2020-07-12 21:12:18,-38.0,-57.56,45.0,52,20,17.22,few clouds,0,0
271,Kwinana,AU,2020-07-12 21:16:50,-32.25,115.77,62.01,93,75,8.05,light intensity shower rain,0,0
272,Maragogi,BR,2020-07-12 21:14:02,-9.01,-35.22,74.79,80,11,8.08,few clouds,0,0
273,Yenagoa,NG,2020-07-12 21:16:50,4.92,6.26,74.77,93,98,3.49,overcast clouds,0,0
274,Zatoka,UA,2020-07-12 21:16:50,46.07,30.47,66.2,82,40,31.32,thunderstorm,0,0
275,Gacko,BA,2020-07-12 21:16:51,43.17,18.54,73.4,38,17,6.93,few clouds,0,0
276,Helong,CN,2020-07-12 21:16:51,42.54,129.0,58.37,89,100,1.72,overcast clouds,0,0
277,Sikasso,ML,2020-07-12 21:16:51,10.92,-7.0,76.53,86,0,3.47,clear sky,0,0
278,Nizwa,OM,2020-07-12 21:15:16,22.93,57.53,87.53,51,52,2.59,broken clouds,0,0
279,Eyl,SO,2020-07-12 21:16:51,7.98,49.82,82.65,64,41,27.6,scattered clouds,0,0
280,La Ronge,CA,2020-07-12 21:16:52,55.1,-105.28,75.2,50,90,12.75,overcast clouds,0,0
281,Preobrazheniye,RU,2020-07-12 21:16:52,42.9,133.91,60.76,86,93,4.56,overcast clouds,0,0
282,Sept-Iles,CA,2020-07-12 21:14:42,50.2,-66.38,72.0,83,90,5.82,overcast clouds,0,0
283,Lyngseidet,NO,2020-07-12 21:16:52,69.58,20.22,51.8,87,75,5.82,shower rain,0,0
284,Watsa,CD,2020-07-12 21:15:27,3.04,29.54,64.27,99,99,0.83,overcast clouds,0,0
285,Freeport,US,2020-07-12 21:14:22,40.66,-73.58,91.99,45,1,20.8,clear sky,0,0
286,Airai,TL,2020-07-12 21:12:12,-8.93,125.41,55.67,94,90,4.23,overcast clouds,0,0
287,Hami,CN,2020-07-12 21:16:53,42.8,93.45,75.56,36,45,9.01,scattered clouds,0,0
288,Tayu,ID,2020-07-12 21:16:54,-6.54,111.05,75.63,84,92,7.56,overcast clouds,0,0
289,Porto Seguro,BR,2020-07-12 21:13:10,-16.45,-39.06,71.6,88,40,2.24,scattered clouds,0,0
290,East Stroudsburg,US,2020-07-12 21:16:55,41.0,-75.18,79.0,68,52,1.01,broken clouds,0,0
291,Los Llanos De Aridane,ES,2020-07-12 21:14:36,28.66,-17.92,73.4,73,20,12.75,few clouds,0,0
292,Bilibino,RU,2020-07-12 21:16:38,68.05,166.44,62.17,75,77,0.94,light rain,0,0
293,Laguna,US,2020-07-12 21:16:55,38.42,-121.42,104.0,16,1,3.36,clear sky,0,0
294,San Andres,CO,2020-07-12 21:16:56,12.58,-81.7,87.8,70,75,9.17,broken clouds,0,0
295,Valdemarpils,LV,2020-07-12 21:16:56,57.37,22.59,51.8,100,28,3.36,scattered clouds,0,0
296,San Quintin,MX,2020-07-12 21:16:56,30.48,-115.95,79.47,52,0,12.57,light rain,0,0
297,Salinopolis,BR,2020-07-12 21:16:57,-0.61,-47.36,80.73,81,51,10.65,light rain,0,0
298,Grindavik,IS,2020-07-12 21:15:33,63.84,-22.43,50.0,93,75,4.7,broken clouds,0,0
299,Waw,SS,2020-07-12 21:16:57,7.7,28.0,71.51,95,100,2.17,overcast clouds,0,0
300,Haines Junction,CA,2020-07-12 21:15:14,60.75,-137.51,62.91,43,96,8.99,overcast clouds,0,0
301,Warkworth,NZ,2020-07-12 21:16:57,-36.4,174.67,55.0,96,94,1.99,overcast clouds,0,0
302,Vostok,RU,2020-07-12 21:12:24,46.49,135.88,58.68,94,89,1.7,overcast clouds,0,0
303,Mancio Lima,BR,2020-07-12 21:16:58,-7.61,-72.9,86.0,70,75,2.24,broken clouds,0,0
304,Gilbues,BR,2020-07-12 21:15:01,-9.83,-45.34,80.15,35,35,3.36,scattered clouds,0,0
305,Beloha,MG,2020-07-12 21:16:59,-25.17,45.05,66.88,76,50,7.29,scattered clouds,0,0
306,Ambilobe,MG,2020-07-12 21:16:59,-13.2,49.05,67.48,76,13,3.47,few clouds,0,0
307,Bandar-E Anzali,IR,2020-07-12 21:16:59,37.47,49.46,73.38,83,99,5.26,light rain,0,0
308,Solnechnyy,RU,2020-07-12 21:17:00,50.72,136.63,64.76,80,63,1.52,broken clouds,0,0
309,Leshukonskoye,RU,2020-07-12 21:17:00,64.9,45.76,48.29,97,47,4.94,scattered clouds,0,0
310,Riverton,US,2020-07-12 21:17:00,40.52,-111.94,97.0,16,1,13.87,clear sky,0,0
311,Laiyang,CN,2020-07-12 21:17:00,36.98,120.71,72.0,86,100,11.77,overcast clouds,0,0
312,Saint-Maximin-La-Sainte-Baume,FR,2020-07-12 21:17:01,43.45,5.86,72.0,86,95,2.37,overcast clouds,0,0
313,Bonthe,SL,2020-07-12 21:17:01,7.53,-12.51,76.82,82,81,8.75,broken clouds,0,0
314,Gijon,ES,2020-07-12 21:17:01,43.54,-5.66,68.0,88,20,6.93,few clouds,0,0
315,Nampula,MZ,2020-07-12 21:17:02,-15.12,39.27,62.4,99,4,3.83,clear sky,0,0
316,Mahabaleshwar,IN,2020-07-12 21:17:03,17.92,73.67,62.62,100,100,5.12,overcast clouds,0,0
317,Mayo,US,2020-07-12 21:17:03,38.89,-76.51,89.01,55,75,11.41,broken clouds,0,0
318,Mareeba,AU,2020-07-12 21:17:04,-17.0,145.43,69.01,89,75,3.0,broken clouds,0,0
319,Lagoa,PT,2020-07-12 21:12:15,39.05,-27.98,68.83,78,0,16.42,clear sky,0,0
320,Sao Gabriel Da Cachoeira,BR,2020-07-12 21:17:05,-0.13,-67.09,80.89,92,100,0.98,light rain,0,0
321,Chilca,PE,2020-07-12 21:17:05,-12.52,-76.74,62.6,77,90,5.82,overcast clouds,0,0
322,Muros,ES,2020-07-12 21:15:10,42.78,-9.06,72.0,67,0,5.01,clear sky,0,0
323,Paragominas,BR,2020-07-12 21:17:05,-2.97,-47.48,79.99,70,92,2.48,overcast clouds,0,0
324,Kafanchan,NG,2020-07-12 21:17:06,9.58,8.3,68.99,95,94,1.66,light rain,0,0
325,Vardo,NO,2020-07-12 21:12:28,70.37,31.11,46.4,81,75,8.05,broken clouds,0,0
326,Melilla,ES,2020-07-12 21:12:36,35.29,-2.94,77.0,88,46,8.05,thunderstorm,0,0
327,Nokaneng,BW,2020-07-12 21:17:06,-19.67,22.27,48.34,41,0,5.5,clear sky,0,0
328,Ponta Delgada,PT,2020-07-12 21:16:58,37.73,-25.67,69.8,68,75,8.05,broken clouds,0,0
329,Ribeira Grande,PT,2020-07-12 21:16:44,38.52,-28.7,71.6,78,20,13.87,few clouds,0,0
330,Port Lincoln,AU,2020-07-12 21:16:31,-34.73,135.87,51.75,81,5,2.71,clear sky,0,0
331,Campbell River,CA,2020-07-12 21:15:28,50.02,-125.24,63.0,67,75,5.82,light intensity shower rain,0,0
332,San Juan Bautista,PE,2020-07-12 21:17:07,-14.01,-75.74,64.4,77,0,9.17,clear sky,0,0
333,Alta Floresta,BR,2020-07-12 21:17:07,-9.88,-56.09,95.0,32,20,2.24,few clouds,0,0
334,Iki-Burul,RU,2020-07-12 21:17:08,45.82,44.65,80.01,34,99,8.95,overcast clouds,0,0
335,Phan Thiet,VN,2020-07-12 21:17:08,10.93,108.1,77.25,86,100,3.18,overcast clouds,0,0
336,Resistencia,AR,2020-07-12 21:17:08,-27.46,-58.98,68.0,64,100,8.05,overcast clouds,0,0
337,Neftekamsk,RU,2020-07-12 21:17:08,56.09,54.27,61.61,81,0,0.87,clear sky,0,0
338,Polyarnyy,RU,2020-07-12 21:17:08,69.2,33.45,46.4,93,90,4.47,overcast clouds,0,0
339,Linxia,CN,2020-07-12 21:17:09,35.6,103.21,56.82,73,39,2.55,scattered clouds,0,0
340,Keflavik,IS,2020-07-12 21:17:09,64.0,-22.56,50.0,93,75,4.7,broken clouds,0,0
341,Medea,DZ,2020-07-12 21:17:09,36.26,2.75,77.0,83,75,13.87,broken clouds,0,0
342,Sao Jose Da Coroa Grande,BR,2020-07-12 21:17:09,-8.9,-35.15,75.4,79,14,8.46,few clouds,0,0
343,Coquimbo,CL,2020-07-12 21:14:43,-29.95,-71.34,59.0,72,59,9.17,broken clouds,0,0
344,Kamenka,RU,2020-07-12 21:17:10,51.32,42.77,71.01,68,47,4.0,scattered clouds,0,0
345,Sheridan,US,2020-07-12 21:17:10,44.83,-106.92,100.4,6,1,5.82,clear sky,0,0
346,Solano,US,2020-07-12 21:17:10,38.23,-121.95,102.99,11,1,9.17,clear sky,0,0
347,Anamur,TR,2020-07-12 21:17:10,36.08,32.84,75.2,94,0,2.24,clear sky,0,0
348,Kargat,RU,2020-07-12 21:17:12,55.2,80.28,56.46,95,0,7.74,clear sky,0,0
349,Qasigiannguit,GL,2020-07-12 21:17:12,68.82,-51.19,48.2,70,58,4.7,broken clouds,0,0
350,Rabo De Peixe,PT,2020-07-12 21:17:12,37.8,-25.58,69.8,68,75,8.05,broken clouds,0,0
351,Nuuk,GL,2020-07-12 21:17:12,64.18,-51.72,51.01,66,17,5.01,few clouds,0,0
352,West Wendover,US,2020-07-12 21:17:13,40.74,-114.07,96.8,7,1,10.29,clear sky,0,0
353,Batemans Bay,AU,2020-07-12 21:17:13,-35.72,150.18,52.0,94,98,1.01,light rain,0,0
354,Mitsamiouli,KM,2020-07-12 21:17:13,-11.38,43.28,77.52,73,0,4.94,clear sky,0,0
355,Shestakovo,RU,2020-07-12 21:17:13,56.49,103.96,53.04,81,0,2.95,clear sky,0,0
356,Kanalion,GR,2020-07-12 21:17:14,39.61,19.89,78.8,61,0,10.74,clear sky,0,0
357,Berezayka,RU,2020-07-12 21:17:14,57.99,33.9,51.51,93,100,4.34,overcast clouds,0,0
358,Islamkot,PK,2020-07-12 21:17:14,24.7,70.18,85.19,70,59,16.51,broken clouds,0,0
359,Araouane,ML,2020-07-12 21:17:15,18.9,-3.53,100.17,21,0,5.06,clear sky,0,0
360,San Vicente,AR,2020-07-12 21:17:15,-26.62,-54.13,63.84,89,2,2.24,clear sky,0,0
361,Bathsheba,BB,2020-07-12 21:16:55,13.22,-59.52,84.2,74,40,17.22,scattered clouds,0,0
362,Kovur,IN,2020-07-12 21:17:15,14.48,79.98,85.19,67,100,8.93,moderate rain,0,0
363,Cabo San Lucas,MX,2020-07-12 21:14:33,22.89,-109.91,93.2,46,40,9.17,scattered clouds,0,0
364,Nome,US,2020-07-12 21:15:08,64.5,-165.41,64.99,67,1,4.7,clear sky,0,0
365,Cam Ranh,VN,2020-07-12 21:16:24,11.92,109.16,80.6,88,20,5.03,few clouds,0,0
366,Sombrerete,MX,2020-07-12 21:17:16,23.63,-103.65,78.57,25,28,11.77,scattered clouds,0,0
367,Creston,US,2020-07-12 21:17:16,41.06,-94.36,82.4,51,40,6.93,scattered clouds,0,0
368,Anadyr,RU,2020-07-12 21:17:16,64.75,177.48,55.4,76,20,4.47,light rain,0,0
369,Marawi,PH,2020-07-12 21:17:16,8.0,124.29,73.0,91,100,5.99,overcast clouds,0,0
370,Dulovo,BG,2020-07-12 21:17:16,43.82,27.15,68.0,53,11,1.99,few clouds,0,0
371,Svetlogorsk,BY,2020-07-12 21:16:27,52.63,29.73,52.97,95,100,9.46,light rain,0,0
372,Shetpe,KZ,2020-07-12 21:17:17,44.17,52.12,84.42,17,0,15.97,clear sky,0,0
373,Pahrump,US,2020-07-12 21:14:31,36.21,-115.98,113.0,12,31,5.01,scattered clouds,0,0
374,Isangel,VU,2020-07-12 21:16:47,-19.55,169.27,73.4,78,20,11.41,few clouds,0,0
375,Rumford,US,2020-07-12 21:14:40,44.55,-70.55,80.01,80,5,3.0,clear sky,0,0
376,Whitehorse,CA,2020-07-12 21:12:56,60.72,-135.05,64.0,62,75,2.24,broken clouds,0,0
377,Miandrivazo,MG,2020-07-12 21:17:18,-19.52,45.47,70.88,62,53,0.67,broken clouds,0,0
378,Neryungri,RU,2020-07-12 21:16:07,56.67,124.65,71.82,62,31,1.9,scattered clouds,0,0
379,Kadaya,RU,2020-07-12 21:17:18,50.93,119.29,61.65,86,100,1.79,light rain,0,0
380,Iranshahr,IR,2020-07-12 21:17:13,27.2,60.68,95.0,16,0,6.93,clear sky,0,0
381,Poum,NC,2020-07-12 21:17:19,-20.23,164.02,71.04,77,0,10.45,clear sky,0,0
382,Los Algarrobos,PA,2020-07-12 21:14:36,8.5,-82.43,84.2,70,40,9.17,scattered clouds,0,0
383,Kruisfontein,ZA,2020-07-12 21:17:17,-34.0,24.73,55.33,36,0,10.16,clear sky,0,0
384,Ancud,CL,2020-07-12 21:15:40,-41.87,-73.82,43.0,75,75,6.93,broken clouds,0,0
385,Matara,LK,2020-07-12 21:17:19,5.95,80.54,79.09,87,88,8.79,overcast clouds,0,0
386,Caravelas,BR,2020-07-12 21:17:20,-17.71,-39.25,71.74,80,60,4.29,broken clouds,0,0
387,Coihaique,CL,2020-07-12 21:17:20,-45.58,-72.07,37.4,64,20,4.7,few clouds,0,0
388,Broome,US,2020-07-12 21:14:28,42.25,-75.83,82.99,42,40,5.82,scattered clouds,0,0
389,Polonne,UA,2020-07-12 21:17:21,50.12,27.51,51.44,93,100,9.89,overcast clouds,0,0
390,Long Beach,US,2020-07-12 21:12:29,33.77,-118.19,84.99,35,1,9.17,clear sky,0,0
391,Koungou,YT,2020-07-12 21:17:21,-12.73,45.2,75.2,78,0,5.82,clear sky,0,0
392,Solenzo,BF,2020-07-12 21:17:21,12.18,-4.08,82.87,66,33,4.0,light rain,0,0
393,Souillac,MU,2020-07-12 21:14:57,-20.52,57.52,71.6,78,40,13.87,scattered clouds,0,0
394,Touros,BR,2020-07-12 21:12:22,-5.2,-35.46,75.2,83,23,5.82,few clouds,0,0
395,Yar-Sale,RU,2020-07-12 21:17:21,66.83,70.83,52.84,94,100,12.48,light rain,0,0
396,Bonavista,CA,2020-07-12 21:17:22,48.65,-53.11,62.01,80,94,10.0,overcast clouds,0,0
397,Benguela,AO,2020-07-12 21:17:22,-12.58,13.41,71.85,77,94,4.72,overcast clouds,0,0
398,Champerico,GT,2020-07-12 21:17:22,14.3,-91.92,87.8,70,75,11.41,thunderstorm,0,0
399,Mandera,KE,2020-07-12 21:17:22,3.94,41.87,80.76,62,62,19.84,broken clouds,0,0
400,Teguise,ES,2020-07-12 21:17:22,29.06,-13.56,73.4,78,20,19.46,few clouds,0,0
401,Okhotsk,RU,2020-07-12 21:17:23,59.38,143.3,64.36,61,0,3.87,clear sky,0,0
402,Pizarro,CO,2020-07-12 21:16:03,4.95,-77.37,81.45,77,72,8.81,broken clouds,0,0
403,Mahanoro,MG,2020-07-12 21:17:24,-19.9,48.8,66.97,89,42,3.78,scattered clouds,0,0
404,Labelle,US,2020-07-12 21:17:24,26.76,-81.44,84.0,88,1,6.93,clear sky,0,0
405,Leningradskiy,RU,2020-07-12 21:12:40,69.38,178.42,43.11,71,23,10.13,few clouds,0,0
406,Pangnirtung,CA,2020-07-12 21:17:18,66.15,-65.71,50.0,81,75,13.87,shower rain,0,0
407,Porbandar,IN,2020-07-12 21:17:25,21.64,69.61,83.39,82,100,16.6,light rain,0,0
408,Abu Kamal,SY,2020-07-12 21:17:01,34.45,40.92,89.6,25,3,13.76,clear sky,0,0
409,Port Blair,IN,2020-07-12 21:17:25,11.67,92.75,81.91,80,100,13.11,overcast clouds,0,0
410,Sibu,MY,2020-07-12 21:17:25,2.3,111.82,77.0,94,20,2.24,few clouds,0,0
411,Lidkoping,SE,2020-07-12 21:13:14,58.51,13.16,57.0,100,0,9.17,light rain,0,0
412,Imbituba,BR,2020-07-12 21:17:25,-28.24,-48.67,68.0,82,40,8.05,scattered clouds,0,0
413,Ust-Nera,RU,2020-07-12 21:12:42,64.57,143.2,70.57,47,100,6.73,overcast clouds,0,0
414,Hofn,IS,2020-07-12 21:12:47,64.25,-15.21,52.12,93,100,4.99,light rain,0,0
415,Neyshabur,IR,2020-07-12 21:17:26,36.21,58.8,73.31,25,8,3.58,clear sky,0,0
416,Zhigansk,RU,2020-07-12 21:17:26,66.77,123.37,65.07,61,63,2.51,broken clouds,0,0
417,Qostanay,KZ,2020-07-12 21:17:15,53.17,63.58,64.4,63,0,2.24,clear sky,0,0
418,Sola,VU,2020-07-12 21:17:26,-13.88,167.55,80.42,80,14,27.96,light rain,0,0
419,Gizo,SB,2020-07-12 21:17:26,-8.1,156.84,82.8,78,90,13.29,moderate rain,0,0
420,Gopalpur,IN,2020-07-12 21:17:27,19.27,84.92,84.78,78,100,6.96,overcast clouds,0,0
421,Shubarshi,KZ,2020-07-12 21:17:27,48.59,57.19,85.24,34,47,4.9,scattered clouds,0,0
422,Port Macquarie,AU,2020-07-12 21:17:27,-31.43,152.92,42.8,100,0,3.36,clear sky,0,0
423,Tual,ID,2020-07-12 21:17:13,-5.67,132.75,79.07,81,57,22.91,broken clouds,0,0
424,Nelson Bay,AU,2020-07-12 21:16:46,-32.72,152.15,46.99,100,90,6.93,overcast clouds,0,0
425,Tahta,EG,2020-07-12 21:17:28,26.77,31.5,82.02,22,0,7.23,clear sky,0,0
426,Nanortalik,GL,2020-07-12 21:12:49,60.14,-45.24,47.5,87,100,9.8,light rain,0,0
427,Bardiyah,LY,2020-07-12 21:17:28,31.76,25.09,73.94,86,0,14.85,clear sky,0,0
428,Barsovo,RU,2020-07-12 21:17:28,61.17,73.17,59.0,100,78,4.47,broken clouds,0,0
429,Dunedin,NZ,2020-07-12 21:13:01,-45.87,170.5,42.01,78,0,4.0,clear sky,0,0
430,Kosmynino,RU,2020-07-12 21:17:29,57.58,40.76,59.0,87,46,6.71,scattered clouds,0,0
431,Imperatriz,BR,2020-07-12 21:17:30,-5.53,-47.49,93.2,41,91,3.36,overcast clouds,0,0
432,Kununurra,AU,2020-07-12 21:17:30,-15.77,128.73,68.0,30,99,10.29,overcast clouds,0,0
433,Nanakuli,US,2020-07-12 21:17:05,21.39,-158.15,87.8,45,1,10.29,clear sky,0,0
434,Nemuro,JP,2020-07-12 21:17:30,43.32,145.57,54.93,93,95,7.02,overcast clouds,0,0
435,Nouadhibou,MR,2020-07-12 21:17:30,20.93,-17.03,73.4,78,0,10.29,clear sky,0,0
436,Keti Bandar,PK,2020-07-12 21:17:30,24.14,67.45,84.52,76,73,17.94,broken clouds,0,0
437,Warrnambool,AU,2020-07-12 21:17:30,-38.38,142.48,46.0,96,1,3.85,clear sky,0,0
438,Melrose,US,2020-07-12 21:17:30,42.46,-71.07,90.0,45,40,12.75,scattered clouds,0,0
439,Nenagh,IE,2020-07-12 21:17:31,52.86,-8.2,60.01,93,75,11.41,light rain,0,0
440,Staryy Nadym,RU,2020-07-12 21:17:32,65.61,72.68,56.21,88,100,8.43,light rain,0,0
441,Pacific Grove,US,2020-07-12 21:16:00,36.62,-121.92,80.01,60,1,6.93,clear sky,0,0
442,Alice Springs,AU,2020-07-12 21:14:17,-23.7,133.88,35.6,80,0,2.24,clear sky,0,0
443,Bereda,ES,2020-07-12 21:17:32,43.27,-7.54,64.0,93,0,8.99,clear sky,0,0
444,Moerai,PF,2020-07-12 21:17:32,-22.43,-151.33,74.7,76,69,4.94,broken clouds,0,0
445,Serebryansk,KZ,2020-07-12 21:17:33,49.69,83.29,51.8,93,20,4.47,few clouds,0,0
446,Sini,IN,2020-07-12 21:17:34,22.8,85.97,80.4,85,92,5.79,overcast clouds,0,0
447,Lima Duarte,BR,2020-07-12 21:17:34,-21.84,-43.79,66.02,65,47,4.56,scattered clouds,0,0
448,Caruray,PH,2020-07-12 21:17:34,10.31,119.01,79.66,81,100,3.49,overcast clouds,0,0
449,Naze,JP,2020-07-12 21:17:34,28.37,129.48,80.6,94,20,3.36,few clouds,0,0
450,Nizhniy Tsasuchey,RU,2020-07-12 21:17:34,50.52,115.13,64.94,83,91,8.21,overcast clouds,0,0
451,Tuatapere,NZ,2020-07-12 21:17:34,-46.13,167.68,39.0,83,72,3.0,broken clouds,0,0
452,Edson,CA,2020-07-12 21:17:35,53.58,-116.44,64.4,34,75,5.82,broken clouds,0,0
453,Tigil,RU,2020-07-12 21:14:55,57.8,158.67,58.71,80,97,1.95,overcast clouds,0,0
454,Port Hardy,CA,2020-07-12 21:13:22,50.7,-127.42,55.4,93,75,5.82,light intensity shower rain,0,0
455,Great Yarmouth,GB,2020-07-12 21:17:35,52.61,1.73,60.01,83,30,4.0,scattered clouds,0,0
456,Evensk,RU,2020-07-12 21:17:35,61.95,159.23,61.75,79,50,0.56,scattered clouds,0,0
457,Fort Payne,US,2020-07-12 21:17:36,34.44,-85.72,75.2,83,1,9.17,clear sky,0,0
458,Taikang,CN,2020-07-12 21:17:37,46.83,124.42,69.93,73,99,2.37,overcast clouds,0,0
459,Pontianak,ID,2020-07-12 21:17:37,-0.03,109.33,74.98,93,100,3.15,overcast clouds,0,0
460,Semirom,IR,2020-07-12 21:17:37,31.42,51.57,59.2,34,31,2.26,scattered clouds,0,0
461,Santeramo In Colle,IT,2020-07-12 21:17:37,40.79,16.76,73.99,64,5,12.75,clear sky,0,0
462,Den Helder,NL,2020-07-12 21:17:37,52.96,4.76,64.99,87,40,2.24,scattered clouds,0,0
463,Ganta,LR,2020-07-12 21:17:37,7.3,-8.53,71.51,93,82,2.08,light rain,0,0
464,Saravena,CO,2020-07-12 21:17:37,6.95,-71.88,74.86,91,100,1.72,light rain,0,0
465,Bowen,AU,2020-07-12 21:17:38,-20.02,148.23,66.0,82,100,6.93,overcast clouds,0,0
466,Portland,US,2020-07-12 21:16:20,45.52,-122.68,73.99,53,75,5.82,broken clouds,0,0
467,Klaksvik,FO,2020-07-12 21:17:38,62.23,-6.59,51.8,87,100,13.87,overcast clouds,0,0
468,Harindanga,IN,2020-07-12 21:17:38,22.04,88.32,80.6,94,90,5.82,light rain,0,0
469,Russell,US,2020-07-12 21:16:40,32.35,-85.2,93.2,49,40,5.82,scattered clouds,0,0
470,Vigia,BR,2020-07-12 21:17:38,-0.86,-48.14,86.0,70,20,5.82,few clouds,0,0
471,Kalmunai,LK,2020-07-12 21:17:39,7.42,81.82,81.88,78,100,5.28,overcast clouds,0,0
472,Qianguo,CN,2020-07-12 21:17:39,45.12,124.86,68.38,81,92,5.41,overcast clouds,0,0
473,Ajdabiya,LY,2020-07-12 21:17:39,30.76,20.23,73.69,80,0,12.44,clear sky,0,0
474,Alyangula,AU,2020-07-12 21:17:39,-13.85,136.42,71.6,53,86,5.82,overcast clouds,0,0
475,Moron,AR,2020-07-12 21:17:39,-34.65,-58.62,55.0,31,89,1.99,overcast clouds,0,0
476,Sistranda,NO,2020-07-12 21:17:39,63.73,8.83,51.8,81,75,14.99,shower rain,0,0
477,Vanimo,PG,2020-07-12 21:16:08,-2.67,141.3,77.9,83,100,1.41,light rain,0,0
478,Fort-Shevchenko,KZ,2020-07-12 21:17:40,44.51,50.26,87.58,28,0,21.07,clear sky,0,0
479,Hualmay,PE,2020-07-12 21:17:40,-11.1,-77.61,66.0,68,7,7.31,clear sky,0,0
480,Vanavara,RU,2020-07-12 21:17:40,60.34,102.28,53.91,86,9,2.53,clear sky,0,0
481,Stellenbosch,ZA,2020-07-12 21:17:40,-33.93,18.87,57.2,76,75,29.97,broken clouds,0,0
482,Nakskov,DK,2020-07-12 21:17:40,54.84,11.13,59.0,82,11,10.0,few clouds,0,0
483,Khash,IR,2020-07-12 21:17:41,28.22,61.22,68.38,28,0,1.86,clear sky,0,0
484,Axim,GH,2020-07-12 21:16:39,4.87,-2.24,74.59,89,45,7.45,scattered clouds,0,0
485,Plettenberg Bay,ZA,2020-07-12 21:17:41,-34.05,23.37,64.44,30,0,13.56,clear sky,0,0
486,Kamloops,CA,2020-07-12 21:17:41,50.67,-120.32,57.2,76,75,2.24,light intensity shower rain,0,0
487,Henties Bay,NA,2020-07-12 21:17:41,-22.12,14.28,55.0,92,0,1.99,clear sky,0,0
488,Lakheri,IN,2020-07-12 21:17:41,25.67,76.17,80.53,70,100,10.8,overcast clouds,0,0
489,Rio Grande,BR,2020-07-12 21:17:41,-32.03,-52.1,53.6,87,40,4.7,scattered clouds,0,0
490,College,US,2020-07-12 21:16:17,64.86,-147.8,66.99,45,75,4.7,broken clouds,0,0
491,Belmonte,BR,2020-07-12 21:17:00,-15.86,-38.88,71.6,88,40,2.24,scattered clouds,0,0
492,Soe,ID,2020-07-12 21:17:42,-9.86,124.28,63.28,100,81,5.93,broken clouds,0,0
493,Elk River,US,2020-07-12 21:16:36,45.3,-93.57,84.99,45,5,5.53,clear sky,0,0
494,Aswan,EG,2020-07-12 21:17:24,24.09,32.91,88.12,19,43,13.15,scattered clouds,0,0
495,Maniitsoq,GL,2020-07-12 21:17:42,65.42,-52.9,48.65,71,99,14.9,overcast clouds,0,0
